0.8407	1.2096	0	0.635	0	0	0	
0.840669	1.2096	5.62913e-07	0.635002	-2.81258e-05	1.74553e-05	2.49119e-05	
0.840585	1.2096	2.06175e-06	0.635007	-0.000103015	6.39326e-05	9.12435e-05	
0.840466	1.20961	4.21167e-06	0.635015	-0.000210435	0.000130599	0.000186389	
0.840326	1.20961	6.72782e-06	0.635024	-0.000336154	0.000208622	0.000297742	
0.840181	1.20961	9.32536e-06	0.635034	-0.000465939	0.000289169	0.000412697	
0.840048	1.20962	1.17194e-05	0.635043	-0.000585558	0.000363407	0.000518647	
0.839942	1.20962	1.36252e-05	0.635049	-0.00068078	0.000422502	0.000602987	
0.839879	1.20962	1.47578e-05	0.635054	-0.00073737	0.000457623	0.000653111	
0.839874	1.20962	1.48324e-05	0.635054	-0.000741097	0.000459936	0.000656413	
0.839945	1.20962	1.35642e-05	0.635049	-0.00067773	0.000420609	0.000600286	
0.840106	1.20962	1.06682e-05	0.635039	-0.000533034	0.000330809	0.000472125	
0.840374	1.20961	5.85972e-06	0.635021	-0.000292779	0.000181703	0.000259324	
0.840764	1.2096	-1.14617e-06	0.634996	5.72682e-05	-3.55415e-05	-5.07242e-05	
0.841292	1.20958	-1.06343e-05	0.634961	0.00053134	-0.000329758	-0.000470624	
0.841974	1.20956	-2.28895e-05	0.634917	0.00114367	-0.000709778	-0.00101298	
0.842826	1.20954	-3.81967e-05	0.634861	0.00190849	-0.00118444	-0.00169041	
0.843864	1.20951	-5.68406e-05	0.634794	0.00284003	-0.00176256	-0.0025155	
0.845103	1.20947	-7.91062e-05	0.634713	0.00395252	-0.00245299	-0.00350087	
0.84656	1.20943	-0.000105278	0.634618	0.0052602	-0.00326456	-0.00465912	
0.84825	1.20939	-0.000135642	0.634508	0.0067773	-0.00420609	-0.00600286	
0.850189	1.20933	-0.000170481	0.634381	0.00851805	-0.00528643	-0.0075447	
0.852393	1.20927	-0.000210082	0.634237	0.0104967	-0.0065144	-0.00929723	
0.854878	1.2092	-0.000254728	0.634075	0.0127274	-0.00789883	-0.0112731	
0.857659	1.20912	-0.000304705	0.633894	0.0152245	-0.00944857	-0.0134848	
0.860753	1.20903	-0.000360298	0.633692	0.0180022	-0.0111724	-0.0159451	
