0.838014	0.842833	0.529239	0.993278	-1.45556	0.27745	0	
0.838014	0.842833	0.529239	0.993278	-1.45556	0.27745	0	
0.858115	0.846926	0.520515	0.982302	-1.45856	0.284062	0.0298284	
0.878215	0.85102	0.51179	0.971327	-1.46155	0.290673	0.0596567	
0.898315	0.855113	0.503065	0.960351	-1.46455	0.297285	0.0894851	
0.918416	0.859207	0.494341	0.949376	-1.46754	0.303897	0.119313	
0.938516	0.8633	0.485616	0.938401	-1.47054	0.310509	0.149142	
0.958616	0.867394	0.476891	0.927425	-1.47353	0.31712	0.17897	
0.978716	0.871488	0.468167	0.91645	-1.47652	0.323732	0.208799	
0.998817	0.875581	0.459442	0.905475	-1.47952	0.330344	0.238627	
1.01892	0.879675	0.450717	0.894499	-1.48251	0.336955	0.268455	
1.03902	0.883768	0.441993	0.883524	-1.48551	0.343567	0.298284	
1.05912	0.887862	0.433268	0.872549	-1.4885	0.350179	0.328112	
1.07922	0.891955	0.424544	0.861573	-1.4915	0.356791	0.35794	
1.09932	0.896049	0.415819	0.850598	-1.49449	0.363402	0.387769	
1.11942	0.900142	0.407094	0.839622	-1.49748	0.370014	0.417597	
1.13952	0.904236	0.39837	0.828647	-1.50048	0.376626	0.447426	
1.15962	0.908329	0.389645	0.817672	-1.50347	0.383238	0.477254	
1.17972	0.912423	0.38092	0.806696	-1.50647	0.389849	0.507082	
1.19982	0.916517	0.372196	0.795721	-1.50946	0.396461	0.536911	
1.21992	0.92061	0.363471	0.784746	-1.51245	0.403073	0.566739	
1.24002	0.924704	0.354746	0.77377	-1.51545	0.409684	0.596567	
1.26012	0.928797	0.346022	0.762795	-1.51844	0.416296	0.626396	
1.28022	0.932891	0.337297	0.751819	-1.52144	0.422908	0.656224	
1.30032	0.936984	0.328573	0.740844	-1.52443	0.42952	0.686053	
1.32042	0.941078	0.319848	0.729869	-1.52743	0.436131	0.715881	
1.34052	0.945171	0.311123	0.718893	-1.53042	0.442743	0.745709	
1.36062	0.949265	0.302399	0.707918	-1.53341	0.449355	0.775538	
1.38072	0.953358	0.293674	0.696943	-1.53641	0.455966	0.805366	
1.40082	0.957452	0.284949	0.685967	-1.5394	0.462578	0.835194	
1.42092	0.961545	0.276225	0.674992	-1.5424	0.46919	0.865023	
1.44102	0.965639	0.2675	0.664016	-1.54539	0.475802	0.894851	
1.46112	0.969733	0.258775	0.653041	-1.54839	0.482413	0.924679	
1.48122	0.973826	0.250051	0.642066	-1.55138	0.489025	0.954508	
1.50133	0.97792	0.241326	0.63109	-1.55437	0.495637	0.984336	
1.52143	0.982013	0.232602	0.620115	-1.55737	0.502249	1.01416	
1.54153	0.986107	0.223877	0.60914	-1.56036	0.50886	1.04399	
1.5611	0.990905	0.221399	0.603082	-1.56699	0.515418	1.0745	
1.58067	0.995703	0.218921	0.597024	-1.57361	0.521976	1.105	
1.60024	1.0005	0.216443	0.590966	-1.58023	0.528534	1.1355	
1.61982	1.0053	0.213964	0.584908	-1.58686	0.535092	1.166	
1.63939	1.0101	0.211486	0.57885	-1.59348	0.54165	1.19651	
1.65978	1.0158	0.206691	0.578455	-1.59979	0.54886	1.22136	
1.68017	1.02151	0.201896	0.57806	-1.6061	0.55607	1.24622	
1.70056	1.02722	0.197101	0.577665	-1.61242	0.56328	1.27107	
1.7194	1.03546	0.190488	0.57663	-1.61999	0.570804	1.29339	
1.73825	1.04371	0.183874	0.575594	-1.62757	0.578327	1.31571	
1.75709	1.05195	0.177261	0.574559	-1.63514	0.585851	1.33803	
1.77594	1.0602	0.170647	0.573523	-1.64272	0.593374	1.36035	
1.79479	1.06844	0.164034	0.572488	-1.65029	0.600898	1.38267	
1.81363	1.07668	0.15742	0.571452	-1.65787	0.608421	1.40499	
1.83248	1.08493	0.150807	0.570417	-1.66544	0.615945	1.42731	
1.85132	1.09317	0.144193	0.569381	-1.67302	0.623468	1.44963	
1.87017	1.10142	0.13758	0.568346	-1.68059	0.630992	1.47195	
1.88901	1.10966	0.130966	0.567311	-1.68817	0.638515	1.49427	
1.90786	1.11791	0.124353	0.566275	-1.69575	0.646039	1.51659	
1.9267	1.12615	0.117739	0.56524	-1.70332	0.653562	1.5389	
1.94555	1.1344	0.111126	0.564204	-1.7109	0.661086	1.56122	
1.96439	1.14264	0.104512	0.563169	-1.71847	0.668609	1.58354	
1.98324	1.15088	0.0978988	0.562133	-1.72605	0.676133	1.60586	
2.00208	1.15913	0.0912853	0.561098	-1.73362	0.683656	1.62818	
2.02093	1.16737	0.0846718	0.560062	-1.7412	0.691179	1.6505	
2.03911	1.17623	0.0796911	0.559751	-1.74903	0.69792	1.6708	
