0.31945	0.595601	0.411811	
0.309732	0.60279	0.407927	
0.299792	0.609802	0.404089	
0.289632	0.616632	0.400301	
0.279256	0.623272	0.396564	
0.268667	0.629717	0.392881	
0.257869	0.635961	0.389254	
0.246865	0.641999	0.385684	
0.235659	0.647824	0.382174	
0.224255	0.653431	0.378725	
0.212656	0.658813	0.37534	
0.209712	0.659952	0.379986	
0.198792	0.662546	0.390024	
0.205673	0.66462	0.397838	
0.193606	0.669748	0.394138	
0.20741	0.667139	0.40707	
0.194666	0.672402	0.403148	
0.227037	0.66496	0.407283	
0.213353	0.670774	0.403378	
0.224831	0.668261	0.420741	
0.210562	0.674153	0.416437	
0.196086	0.679705	0.412192	
0.196447	0.681946	0.419237	
0.178665	0.687266	0.433088	
0.163854	0.692081	0.428172	
0.161683	0.694792	0.434789	
0.145381	0.700751	0.43695	
0.144614	0.698176	0.454279	
0.129626	0.702287	0.448458	
0.141643	0.694335	0.462466	
0.126314	0.698636	0.456443	
0.110807	0.702532	0.450488	
0.115139	0.701162	0.464132	
0.0991856	0.704897	0.457733	
0.115181	0.705543	0.460128	
0.0983572	0.709243	0.453616	
0.0879804	0.705746	0.484441	
0.0690136	0.702756	0.499975	
0.0533089	0.706053	0.491744	
0.0374309	0.708872	0.483595	
0.0213953	0.71121	0.475531	
0.00521782	0.713063	0.467554	
-0.011086	0.714428	0.459667	
-0.0275007	0.715301	0.451871	
-0.0106194	0.710872	0.476068	
-0.0278691	0.712045	0.467423	
-0.0452259	0.712665	0.458858	
-0.0626712	0.712729	0.450375	
-0.0801862	0.712235	0.441975	
-0.0977524	0.711183	0.433661	
-0.115351	0.709572	0.425432	
-0.132965	0.707402	0.417291	
-0.150574	0.704672	0.409238	
-0.168162	0.701385	0.401274	
-0.185711	0.697541	0.393398	
-0.203202	0.693141	0.385612	
-0.220619	0.68819	0.377915	
-0.237944	0.682688	0.370306	
-0.25516	0.67664	0.362786	
-0.272249	0.670047	0.355355	
-0.289195	0.662916	0.34801	
-0.305981	0.655248	0.340752	
-0.32259	0.64705	0.333579	
-0.339006	0.638326	0.32649	
-0.355212	0.629081	0.319484	
-0.371192	0.619321	0.312559	
-0.386928	0.609052	0.305713	
-0.4	0.6	0.3	
