1.1928	1.20379	-0.00950954	0.605792	0.307119	-0.192334	-0.274374	
1.2113	1.19481	-0.0106047	0.603048	0.328687	-0.19857	-0.294173	
1.2298	1.18583	-0.0116998	0.600304	0.350255	-0.204805	-0.313972	
1.2483	1.17684	-0.0127949	0.59756	0.371824	-0.211041	-0.333771	
1.2668	1.16786	-0.01389	0.594816	0.393392	-0.217276	-0.35357	
1.2853	1.15888	-0.0149851	0.592072	0.41496	-0.223512	-0.373369	
1.3038	1.1499	-0.0160802	0.589328	0.436529	-0.229747	-0.393169	
1.3223	1.14092	-0.0171753	0.586584	0.458097	-0.235982	-0.412968	
1.3408	1.13194	-0.0182705	0.58384	0.479665	-0.242218	-0.432767	
1.3593	1.12296	-0.0193656	0.581096	0.501234	-0.248453	-0.452566	
1.3778	1.11398	-0.0204607	0.578352	0.522802	-0.254689	-0.472365	
1.3963	1.10499	-0.0215558	0.575608	0.54437	-0.260924	-0.492164	
1.4148	1.09601	-0.0226509	0.572864	0.565939	-0.26716	-0.511963	
1.4333	1.08703	-0.023746	0.57012	0.587507	-0.273395	-0.531762	
1.4518	1.07805	-0.0248411	0.567376	0.609075	-0.279631	-0.551561	
1.4703	1.06907	-0.0259363	0.564632	0.630644	-0.285866	-0.57136	
1.4888	1.06009	-0.0270314	0.561888	0.652212	-0.292101	-0.591159	
1.5073	1.05111	-0.0281265	0.559144	0.673781	-0.298337	-0.610958	
1.5258	1.04213	-0.0292216	0.5564	0.695349	-0.304572	-0.630757	
1.5443	1.03315	-0.0303167	0.553656	0.716917	-0.310808	-0.650556	
1.5628	1.02416	-0.0314118	0.550912	0.738486	-0.317043	-0.670355	
1.58224	1.01754	-0.0380628	0.548161	0.767991	-0.325103	-0.691274	
1.60288	1.01532	-0.0389612	0.5449	0.788515	-0.341141	-0.712599	
1.62533	1.01744	-0.0357873	0.539587	0.807134	-0.358453	-0.73323	
1.64515	1.02132	-0.0301283	0.536445	0.818967	-0.369108	-0.746475	
1.66497	1.028	-0.0281371	0.536908	0.827101	-0.382453	-0.758091	
1.68479	1.03468	-0.026146	0.537371	0.835235	-0.395798	-0.769707	
1.70461	1.04136	-0.0241549	0.537834	0.84337	-0.409143	-0.781324	
1.72443	1.04804	-0.0221638	0.538297	0.851504	-0.422488	-0.79294	
1.74425	1.05472	-0.0201727	0.538761	0.859638	-0.435833	-0.804556	
1.76407	1.0614	-0.0181815	0.539224	0.867772	-0.449178	-0.816172	
1.78233	1.06967	-0.017595	0.539725	0.880656	-0.460681	-0.82681	
1.80058	1.07795	-0.0170085	0.540226	0.89354	-0.472184	-0.837449	
1.81884	1.08622	-0.016422	0.540728	0.906424	-0.483686	-0.848087	
1.8371	1.0945	-0.0158355	0.541229	0.919308	-0.495189	-0.858725	
1.85535	1.10277	-0.015249	0.54173	0.932192	-0.506692	-0.869364	
1.87361	1.11105	-0.0146625	0.542231	0.945077	-0.518195	-0.880002	
1.89187	1.11932	-0.014076	0.542732	0.957961	-0.529697	-0.89064	
1.91012	1.1276	-0.0134895	0.543234	0.970845	-0.5412	-0.901279	
1.92838	1.13587	-0.012903	0.543735	0.983729	-0.552703	-0.911917	
1.94664	1.14415	-0.0123165	0.544236	0.996613	-0.564205	-0.922555	
1.96489	1.15242	-0.01173	0.544737	1.0095	-0.575708	-0.933194	
1.98315	1.1607	-0.0111435	0.545239	1.02238	-0.587211	-0.943832	
2.00141	1.16897	-0.010557	0.54574	1.03526	-0.598714	-0.95447	
2.01966	1.17725	-0.00997052	0.546241	1.04815	-0.610216	-0.965108	
2.03792	1.18552	-0.00938402	0.546742	1.06103	-0.621719	-0.975747	
2.05618	1.1938	-0.00879752	0.547244	1.07392	-0.633222	-0.986385	
2.07443	1.20207	-0.00821102	0.547745	1.0868	-0.644725	-0.997023	
2.09269	1.21035	-0.00762452	0.548246	1.09969	-0.656227	-1.00766	
2.11095	1.21862	-0.00703802	0.548747	1.11257	-0.66773	-1.0183	
2.1292	1.2269	-0.00645151	0.549249	1.12545	-0.679233	-1.02894	
2.14746	1.23517	-0.00586501	0.54975	1.13834	-0.690736	-1.03958	
2.16572	1.24345	-0.00527851	0.550251	1.15122	-0.702238	-1.05021	
2.18398	1.25172	-0.00469201	0.550752	1.16411	-0.713741	-1.06085	
2.20223	1.26	-0.00410551	0.551254	1.17699	-0.725244	-1.07149	
2.22049	1.26827	-0.00351901	0.551755	1.18987	-0.736746	-1.08213	
2.23875	1.27655	-0.00293251	0.552256	1.20276	-0.748249	-1.09277	
2.257	1.28482	-0.00234601	0.552757	1.21564	-0.759752	-1.10341	
2.27526	1.2931	-0.0017595	0.553259	1.22853	-0.771255	-1.11404	
2.29352	1.30137	-0.001173	0.55376	1.24141	-0.782757	-1.12468	
2.31177	1.30965	-0.000586501	0.554261	1.25429	-0.79426	-1.13532	
2.33003	1.31792	0	0.554762	1.26718	-0.805763	-1.14596	
