0.328942	0.588242	0.415739	
0.328942	0.588242	0.415739	
0.32318	0.593383	0.416195	
0.317286	0.598464	0.416692	
0.311261	0.603482	0.417232	
0.305103	0.608434	0.417815	
0.298813	0.613317	0.418442	
0.29239	0.618128	0.419112	
0.285835	0.622863	0.419827	
0.279148	0.627521	0.420587	
0.272329	0.632097	0.421393	
0.265377	0.636589	0.422243	
0.258294	0.640993	0.42314	
0.251079	0.645306	0.424083	
0.243732	0.649525	0.425073	
0.236255	0.653647	0.426109	
0.228647	0.657668	0.427193	
0.220909	0.661584	0.428323	
0.213042	0.665392	0.4295	
0.205047	0.669089	0.430725	
0.196924	0.672671	0.431997	
0.188673	0.676135	0.433316	
0.180297	0.679476	0.434682	
0.171796	0.682691	0.436095	
0.163171	0.685777	0.437555	
0.154424	0.68873	0.439062	
0.145556	0.691545	0.440615	
0.136568	0.694219	0.442215	
0.127463	0.696749	0.44386	
0.118241	0.69913	0.445551	
0.108904	0.701359	0.447288	
0.0994556	0.703432	0.449069	
0.0898963	0.705344	0.450894	
0.0802287	0.707092	0.452764	
0.0704552	0.708672	0.454677	
0.0605783	0.71008	0.456632	
0.0506005	0.711312	0.45863	
0.0389654	0.712532	0.458224	
0.0272853	0.713547	0.457835	
0.0155639	0.714354	0.457462	
0.00380484	0.714952	0.457105	
-0.00798813	0.71534	0.456764	
-0.020148	0.715502	0.453445	
-0.0323292	0.715431	0.450159	
-0.0445272	0.715128	0.446904	
-0.0551372	0.715061	0.442332	
-0.0657787	0.714792	0.437804	
-0.0764478	0.714321	0.43332	
-0.087141	0.713647	0.428881	
-0.0978543	0.712771	0.424486	
-0.108584	0.711691	0.420137	
-0.119327	0.710407	0.415832	
-0.130079	0.70892	0.411572	
-0.140836	0.707229	0.407358	
-0.151595	0.705333	0.403188	
-0.162353	0.703233	0.399064	
-0.173105	0.700929	0.394984	
-0.183847	0.69842	0.39095	
-0.194578	0.695706	0.38696	
-0.205292	0.692788	0.383015	
-0.215985	0.689666	0.379115	
-0.226656	0.686339	0.375258	
-0.237342	0.682889	0.37057	
-0.247988	0.679231	0.365915	
-0.258587	0.675365	0.361293	
-0.269138	0.671292	0.356706	
-0.279635	0.667013	0.352151	
-0.290074	0.662529	0.34763	
-0.300452	0.657841	0.343141	
-0.310765	0.65295	0.338685	
-0.321009	0.647857	0.334262	
-0.331179	0.642564	0.329871	
-0.341273	0.637071	0.325511	
-0.351285	0.63138	0.321183	
-0.361213	0.625492	0.316886	
-0.371052	0.619408	0.312619	
-0.380799	0.613131	0.308383	
-0.39045	0.606661	0.304177	
-0.4	0.6	0.3	
