0.496475	0.554664	0.293018	
0.496491	0.554648	0.293014	
0.496535	0.554604	0.293002	
0.496598	0.554542	0.292984	
0.496672	0.554469	0.292964	
0.496749	0.554394	0.292943	
0.496819	0.554325	0.292924	
0.496875	0.55427	0.292908	
0.496908	0.554237	0.292899	
0.49691	0.554235	0.292898	
0.496873	0.554272	0.292909	
0.496788	0.554355	0.292932	
0.496647	0.554495	0.292971	
0.496441	0.554697	0.293028	
0.496162	0.554971	0.293104	
0.495802	0.555325	0.293204	
0.495352	0.555767	0.293328	
0.494803	0.556304	0.293479	
0.494147	0.556944	0.293659	
0.493375	0.557696	0.293871	
0.492478	0.558566	0.294117	
0.491447	0.559562	0.294399	
0.490274	0.560691	0.29472	
0.488948	0.56196	0.295082	
0.487461	0.563375	0.295488	
0.485802	0.564944	0.295939	
0.483962	0.566671	0.296438	
0.481932	0.568563	0.296987	
0.4797	0.570624	0.29759	
0.477256	0.57286	0.298247	
0.47459	0.575275	0.298962	
0.471804	0.577771	0.299706	
0.469007	0.58025	0.300451	
0.466199	0.582711	0.301196	
0.46338	0.585153	0.301941	
0.460551	0.587578	0.302686	
0.457711	0.589984	0.303432	
0.454861	0.592373	0.304177	
0.452001	0.594743	0.304922	
0.449131	0.597095	0.305668	
0.446251	0.599429	0.306413	
0.443362	0.601745	0.307158	
0.440462	0.604043	0.307903	
0.437553	0.606322	0.308648	
0.434635	0.608583	0.309392	
0.431708	0.610825	0.310137	
0.428771	0.613049	0.310881	
0.425825	0.615255	0.311625	
0.42287	0.617442	0.312368	
0.419907	0.619611	0.313111	
0.416935	0.621762	0.313854	
0.413954	0.623894	0.314596	
0.410965	0.626007	0.315338	
0.407968	0.628102	0.316079	
0.404962	0.630178	0.31682	
0.401949	0.632236	0.31756	
0.398927	0.634275	0.318299	
0.395898	0.636295	0.319038	
0.392861	0.638297	0.319776	
0.389816	0.64028	0.320513	
0.386764	0.642245	0.321249	
0.383705	0.644191	0.321985	
0.380638	0.646118	0.32272	
0.377564	0.648026	0.323454	
0.374484	0.649916	0.324187	
0.371396	0.651787	0.324919	
0.368302	0.65364	0.32565	
0.365201	0.655473	0.32638	
0.362094	0.657288	0.327109	
0.35898	0.659085	0.327837	
0.35586	0.660862	0.328564	
0.352734	0.662621	0.32929	
0.349602	0.664361	0.330014	
0.346464	0.666082	0.330737	
0.34332	0.667784	0.331459	
0.34017	0.669468	0.33218	
0.337015	0.671133	0.332899	
0.333854	0.672779	0.333617	
0.330689	0.674407	0.334334	
0.327517	0.676015	0.335049	
0.324341	0.677605	0.335763	
0.32116	0.679177	0.336475	
0.317974	0.680729	0.337186	
0.314783	0.682263	0.337895	
0.311587	0.683778	0.338602	
0.308387	0.685274	0.339308	
0.305183	0.686752	0.340012	
0.301974	0.688211	0.340715	
0.298761	0.689651	0.341415	
0.295543	0.691073	0.342114	
0.292322	0.692476	0.342811	
0.289097	0.69386	0.343507	
0.285868	0.695226	0.3442	
0.282636	0.696573	0.344892	
0.2794	0.697901	0.345581	
0.27616	0.699211	0.346269	
0.272917	0.700503	0.346955	
0.269671	0.701775	0.347638	
0.266421	0.70303	0.34832	
0.263169	0.704265	0.348999	
0.259914	0.705483	0.349677	
0.256656	0.706681	0.350352	
0.253395	0.707862	0.351025	
0.250131	0.709023	0.351696	
0.246865	0.710167	0.352364	
